mode: atomic
HealthHub360/main.go:23.13,25.2 1 1
HealthHub360/services/bill.go:527.16,530.3 2 0
HealthHub360/services/bill.go:532.2,532.106 1 0
HealthHub360/services/bill.go:532.106,534.3 1 0
HealthHub360/services/bill.go:535.2,536.16 2 0
HealthHub360/services/bill.go:536.16,538.3 1 0
HealthHub360/services/bill.go:540.2,540.20 1 0
HealthHub360/services/bill.go:543.103,555.29 10 0
HealthHub360/services/bill.go:555.29,557.3 1 0
HealthHub360/services/bill.go:559.2,561.16 3 0
HealthHub360/services/bill.go:561.16,563.3 1 0
HealthHub360/services/bill.go:566.2,567.16 2 0
HealthHub360/services/bill.go:567.16,569.3 1 0
HealthHub360/services/bill.go:572.2,573.16 2 0
HealthHub360/services/bill.go:573.16,575.3 1 0
HealthHub360/services/bill.go:576.2,577.16 2 0
HealthHub360/services/bill.go:577.16,579.3 1 0
HealthHub360/services/bill.go:580.2,584.16 4 0
HealthHub360/services/bill.go:584.16,586.3 1 0
HealthHub360/services/bill.go:588.2,589.16 2 0
HealthHub360/services/bill.go:589.16,591.3 1 0
HealthHub360/services/bill.go:593.2,604.16 9 0
HealthHub360/services/bill.go:604.16,606.3 1 0
HealthHub360/services/bill.go:607.2,608.16 2 0
HealthHub360/services/bill.go:608.16,610.3 1 0
HealthHub360/services/bill.go:611.2,634.20 20 0
HealthHub360/services/bill.go:637.93,639.16 2 0
HealthHub360/services/bill.go:639.16,641.3 1 0
HealthHub360/services/bill.go:643.2,644.49 2 0
HealthHub360/services/bill.go:644.49,646.3 1 0
HealthHub360/services/bill.go:648.2,648.66 1 0
HealthHub360/services/bill.go:648.66,650.3 1 0
HealthHub360/services/bill.go:652.2,663.34 4 0
HealthHub360/services/bill.go:663.34,665.3 1 0
HealthHub360/services/bill.go:667.2,667.12 1 0
HealthHub360/services/bill.go:673.82,675.16 2 0
HealthHub360/services/bill.go:675.16,677.3 1 0
HealthHub360/services/bill.go:679.2,680.16 2 0
HealthHub360/services/bill.go:680.16,682.3 1 0
HealthHub360/services/bill.go:684.2,690.16 5 0
HealthHub360/services/bill.go:690.16,692.3 1 0
HealthHub360/services/bill.go:694.2,694.31 1 0
HealthHub360/services/bill.go:696.87,735.16 11 0
HealthHub360/services/bill.go:735.16,737.3 1 0
HealthHub360/services/bill.go:738.2,747.50 5 0
HealthHub360/services/bill.go:747.50,749.3 1 0
HealthHub360/services/bill.go:752.2,752.64 1 0
HealthHub360/services/bill.go:752.64,754.3 1 0
HealthHub360/services/bill.go:756.2,756.72 1 0
HealthHub360/services/bill.go:759.50,763.16 3 0
HealthHub360/services/bill.go:763.16,765.3 1 0
HealthHub360/services/bill.go:766.2,769.16 3 0
HealthHub360/services/bill.go:769.16,771.3 1 0
HealthHub360/services/bill.go:773.2,775.49 2 0
HealthHub360/services/bill.go:777.60,786.2 2 0
HealthHub360/services/bill.go:788.70,791.9 3 0
HealthHub360/services/bill.go:791.9,793.3 1 0
HealthHub360/services/bill.go:794.2,801.16 5 0
HealthHub360/services/bill.go:801.16,805.3 2 0
HealthHub360/services/bill.go:806.2,806.59 1 0
HealthHub360/services/bill.go:806.59,809.3 2 0
HealthHub360/services/bill.go:810.2,811.16 2 0
HealthHub360/services/bill.go:811.16,814.3 2 0
HealthHub360/services/bill.go:815.2,818.16 4 0
HealthHub360/services/bill.go:818.16,821.3 2 0
HealthHub360/services/bill.go:822.2,823.17 2 0
HealthHub360/services/consent.go:21.164,31.2 9 0
HealthHub360/services/consent.go:32.97,39.16 5 0
HealthHub360/services/consent.go:39.16,42.3 2 0
HealthHub360/services/consent.go:43.2,44.9 2 0
HealthHub360/services/consent.go:44.9,47.3 2 0
HealthHub360/services/consent.go:48.2,49.31 2 0
HealthHub360/services/consent.go:49.31,51.17 2 0
HealthHub360/services/consent.go:51.17,54.4 2 0
HealthHub360/services/consent.go:56.2,56.61 1 0
HealthHub360/services/consent.go:56.61,59.3 2 0
HealthHub360/services/consent.go:61.2,62.12 2 0
HealthHub360/services/consent.go:75.105,80.16 5 0
HealthHub360/services/consent.go:80.16,83.3 2 0
HealthHub360/services/consent.go:85.2,88.16 3 0
HealthHub360/services/consent.go:88.16,91.3 2 0
HealthHub360/services/consent.go:93.2,96.16 4 0
HealthHub360/services/consent.go:96.16,98.3 1 0
HealthHub360/services/consent.go:100.2,102.14 3 0
HealthHub360/services/consent.go:102.14,104.3 1 0
HealthHub360/services/consent.go:104.8,106.17 2 0
HealthHub360/services/consent.go:106.17,109.4 2 0
HealthHub360/services/consent.go:112.2,113.16 2 0
HealthHub360/services/consent.go:113.16,116.3 2 0
HealthHub360/services/consent.go:117.2,120.16 4 0
HealthHub360/services/consent.go:120.16,123.3 2 0
HealthHub360/services/consent.go:124.2,127.16 4 0
HealthHub360/services/consent.go:127.16,129.3 1 0
HealthHub360/services/consent.go:130.2,133.16 4 0
HealthHub360/services/consent.go:133.16,136.3 2 0
HealthHub360/services/consent.go:137.2,137.36 1 0
HealthHub360/services/consent.go:147.143,150.18 2 0
HealthHub360/services/consent.go:150.18,152.3 1 0
HealthHub360/services/consent.go:154.2,154.46 1 0
HealthHub360/services/consent.go:154.46,155.46 1 0
HealthHub360/services/consent.go:155.46,157.4 1 0
HealthHub360/services/consent.go:158.3,158.13 1 0
HealthHub360/services/consent.go:161.2,161.48 1 0
HealthHub360/services/consent.go:161.48,162.44 1 0
HealthHub360/services/consent.go:162.44,164.4 1 0
HealthHub360/services/consent.go:165.3,165.13 1 0
HealthHub360/services/consent.go:168.2,168.47 1 0
HealthHub360/services/consent.go:168.47,169.43 1 0
HealthHub360/services/consent.go:169.43,171.4 1 0
HealthHub360/services/consent.go:174.2,174.48 1 0
HealthHub360/services/consent.go:174.48,175.44 1 0
HealthHub360/services/consent.go:175.44,177.4 1 0
HealthHub360/services/consent.go:179.2,181.69 3 0
HealthHub360/services/consent.go:181.69,183.3 1 0
HealthHub360/services/consent.go:185.2,185.12 1 0
HealthHub360/services/consent.go:193.195,197.27 3 0
HealthHub360/services/consent.go:197.27,199.3 1 0
HealthHub360/services/consent.go:201.2,201.106 1 0
HealthHub360/services/consent.go:201.106,203.3 1 0
HealthHub360/services/consent.go:205.2,205.26 1 0
HealthHub360/services/consent.go:214.91,225.16 9 0
HealthHub360/services/consent.go:225.16,228.3 2 0
HealthHub360/services/consent.go:230.2,230.142 1 0
HealthHub360/services/consent.go:230.142,232.3 1 0
HealthHub360/services/consent.go:234.2,239.16 5 0
HealthHub360/services/consent.go:239.16,242.3 2 0
HealthHub360/services/consent.go:244.2,244.106 1 0
HealthHub360/services/consent.go:244.106,246.3 1 0
HealthHub360/services/consent.go:247.2,248.16 2 0
HealthHub360/services/consent.go:248.16,250.3 1 0
HealthHub360/services/consent.go:252.2,252.20 1 0
HealthHub360/services/consent.go:260.62,269.18 8 0
HealthHub360/services/consent.go:269.18,271.3 1 0
HealthHub360/services/consent.go:271.8,271.51 1 0
HealthHub360/services/consent.go:271.51,275.3 1 0
HealthHub360/services/consent.go:275.8,275.53 1 0
HealthHub360/services/consent.go:275.53,279.3 1 0
HealthHub360/services/consent.go:279.8,279.50 1 0
HealthHub360/services/consent.go:279.50,283.3 1 0
HealthHub360/services/consent.go:283.8,286.3 2 0
HealthHub360/services/consent.go:287.2,289.16 3 0
HealthHub360/services/consent.go:289.16,292.3 2 0
HealthHub360/services/consent.go:293.2,293.17 1 0
HealthHub360/services/consent.go:300.70,302.16 2 0
HealthHub360/services/consent.go:302.16,305.3 2 0
HealthHub360/services/consent.go:306.2,314.16 6 0
HealthHub360/services/consent.go:314.16,317.3 2 0
HealthHub360/services/consent.go:318.2,319.16 2 0
HealthHub360/services/consent.go:319.16,322.3 2 0
HealthHub360/services/consent.go:323.2,324.36 2 0
HealthHub360/services/digitalSignature.go:12.65,14.16 2 0
HealthHub360/services/digitalSignature.go:14.16,16.3 1 0
HealthHub360/services/digitalSignature.go:17.2,17.47 1 0
HealthHub360/services/digitalSignature.go:19.72,29.16 3 0
HealthHub360/services/digitalSignature.go:29.16,31.3 1 0
HealthHub360/services/digitalSignature.go:33.2,33.58 1 0
HealthHub360/services/digitalSignature.go:35.91,38.16 2 0
HealthHub360/services/digitalSignature.go:38.16,40.3 1 0
HealthHub360/services/digitalSignature.go:43.2,51.3 2 0
HealthHub360/services/digitalSignature.go:53.25,57.16 3 0
HealthHub360/services/digitalSignature.go:57.16,58.13 1 0
HealthHub360/services/digitalSignature.go:61.2,62.16 2 0
HealthHub360/services/digitalSignature.go:62.16,63.13 1 0
HealthHub360/services/digitalSignature.go:66.2,71.16 4 0
HealthHub360/services/digitalSignature.go:71.16,73.3 1 0
HealthHub360/services/digitalSignature.go:73.8,75.3 1 0
HealthHub360/services/digitalSignature.go:78.2,81.16 3 0
HealthHub360/services/digitalSignature.go:81.16,83.3 1 0
HealthHub360/services/digitalSignature.go:83.8,85.3 1 0
HealthHub360/services/doctor.go:27.80,30.16 3 0
HealthHub360/services/doctor.go:30.16,33.3 2 0
HealthHub360/services/doctor.go:34.2,35.16 2 0
HealthHub360/services/doctor.go:35.16,38.3 2 0
HealthHub360/services/doctor.go:39.2,40.16 2 0
HealthHub360/services/doctor.go:40.16,43.3 2 0
HealthHub360/services/doctor.go:44.2,45.16 2 0
HealthHub360/services/doctor.go:45.16,48.3 2 0
HealthHub360/services/doctor.go:49.2,50.16 2 0
HealthHub360/services/doctor.go:50.16,53.3 2 0
HealthHub360/services/doctor.go:54.2,58.16 4 0
HealthHub360/services/doctor.go:58.16,61.3 2 0
HealthHub360/services/doctor.go:62.2,63.75 2 0
HealthHub360/services/doctor.go:63.75,66.3 2 0
HealthHub360/services/doctor.go:67.2,69.16 3 0
HealthHub360/services/doctor.go:69.16,71.3 1 0
HealthHub360/services/doctor.go:72.2,72.65 1 0
HealthHub360/services/doctor.go:72.65,75.3 2 0
HealthHub360/services/doctor.go:76.2,76.147 1 0
HealthHub360/services/doctor.go:76.147,79.3 2 0
HealthHub360/services/doctor.go:80.2,84.16 4 0
HealthHub360/services/doctor.go:84.16,87.3 2 0
HealthHub360/services/doctor.go:88.2,89.36 2 0
HealthHub360/services/doctor.go:99.97,102.27 3 0
HealthHub360/services/doctor.go:102.27,103.54 1 0
HealthHub360/services/doctor.go:103.54,106.4 2 0
HealthHub360/services/doctor.go:108.2,108.47 1 0
HealthHub360/services/doctor.go:108.47,110.3 1 0
HealthHub360/services/doctor.go:112.2,114.16 3 0
HealthHub360/services/doctor.go:114.16,117.3 2 0
HealthHub360/services/doctor.go:119.2,127.16 6 0
HealthHub360/services/doctor.go:127.16,130.3 2 0
HealthHub360/services/doctor.go:131.2,136.24 5 0
HealthHub360/services/doctor.go:136.24,139.3 2 0
HealthHub360/services/doctor.go:140.2,141.16 2 0
HealthHub360/services/doctor.go:141.16,144.3 2 0
HealthHub360/services/doctor.go:146.2,151.16 5 0
HealthHub360/services/doctor.go:151.16,154.3 2 0
HealthHub360/services/doctor.go:155.2,155.50 1 0
HealthHub360/services/doctor.go:155.50,157.3 1 0
HealthHub360/services/doctor.go:159.2,159.55 1 0
HealthHub360/services/doctor.go:159.55,161.3 1 0
HealthHub360/services/doctor.go:163.2,163.36 1 0
HealthHub360/services/doctor.go:174.89,184.16 9 0
HealthHub360/services/doctor.go:184.16,187.3 2 0
HealthHub360/services/doctor.go:188.2,188.29 1 0
HealthHub360/services/doctor.go:188.29,190.3 1 0
HealthHub360/services/doctor.go:192.2,200.16 6 0
HealthHub360/services/doctor.go:200.16,203.3 2 0
HealthHub360/services/doctor.go:204.2,205.16 2 0
HealthHub360/services/doctor.go:205.16,208.3 2 0
HealthHub360/services/doctor.go:210.2,211.16 2 0
HealthHub360/services/doctor.go:211.16,213.3 1 0
HealthHub360/services/doctor.go:215.2,215.20 1 0
HealthHub360/services/doctor.go:224.61,233.18 8 0
HealthHub360/services/doctor.go:233.18,235.3 1 0
HealthHub360/services/doctor.go:235.8,235.51 1 0
HealthHub360/services/doctor.go:235.51,239.3 1 0
HealthHub360/services/doctor.go:239.8,239.53 1 0
HealthHub360/services/doctor.go:239.53,243.3 1 0
HealthHub360/services/doctor.go:243.8,246.3 2 0
HealthHub360/services/doctor.go:247.2,249.16 3 0
HealthHub360/services/doctor.go:249.16,252.3 2 0
HealthHub360/services/doctor.go:253.2,253.20 1 0
HealthHub360/services/doctor.go:262.68,265.9 3 0
HealthHub360/services/doctor.go:265.9,268.3 2 0
HealthHub360/services/doctor.go:269.2,270.9 2 0
HealthHub360/services/doctor.go:270.9,272.3 1 0
HealthHub360/services/doctor.go:274.2,279.16 4 0
HealthHub360/services/doctor.go:279.16,282.3 2 0
HealthHub360/services/doctor.go:283.2,284.23 2 0
HealthHub360/services/doctor.go:284.23,287.3 2 0
HealthHub360/services/doctor.go:288.2,289.16 2 0
HealthHub360/services/doctor.go:289.16,292.3 2 0
HealthHub360/services/doctor.go:293.2,296.16 4 0
HealthHub360/services/doctor.go:296.16,298.3 1 0
HealthHub360/services/doctor.go:299.2,300.17 2 0
HealthHub360/services/generatereport.go:22.35,23.27 1 0
HealthHub360/services/generatereport.go:24.11,25.11 1 0
HealthHub360/services/generatereport.go:26.13,27.16 1 0
HealthHub360/services/generatereport.go:28.13,29.16 1 0
HealthHub360/services/generatereport.go:30.15,31.16 1 0
HealthHub360/services/generatereport.go:32.15,33.16 1 0
HealthHub360/services/generatereport.go:34.19,36.16 2 0
HealthHub360/services/generatereport.go:37.10,38.11 1 0
HealthHub360/services/generatereport.go:41.38,42.14 1 0
HealthHub360/services/generatereport.go:42.14,44.3 1 0
HealthHub360/services/generatereport.go:45.2,45.23 1 0
HealthHub360/services/generatereport.go:46.14,47.11 1 0
HealthHub360/services/generatereport.go:48.20,49.20 1 0
HealthHub360/services/generatereport.go:50.10,51.30 1 0
HealthHub360/services/generatereport.go:55.61,58.27 2 0
HealthHub360/services/generatereport.go:60.26,61.15 1 0
HealthHub360/services/generatereport.go:63.27,64.31 1 0
HealthHub360/services/generatereport.go:66.17,67.8 1 0
HealthHub360/services/generatereport.go:69.14,71.17 2 0
HealthHub360/services/generatereport.go:71.17,73.4 1 0
HealthHub360/services/generatereport.go:74.3,74.13 1 0
HealthHub360/services/generatereport.go:76.10,77.60 1 0
HealthHub360/services/generatereport.go:80.2,82.37 3 0
HealthHub360/services/generatereport.go:84.104,86.29 2 0
HealthHub360/services/generatereport.go:86.29,88.3 1 0
HealthHub360/services/generatereport.go:90.2,91.28 2 0
HealthHub360/services/generatereport.go:91.28,94.17 3 0
HealthHub360/services/generatereport.go:94.17,96.4 1 0
HealthHub360/services/generatereport.go:97.3,97.43 1 0
HealthHub360/services/generatereport.go:99.2,99.26 1 0
HealthHub360/services/generatereport.go:106.3,112.35 5 0
HealthHub360/services/generatereport.go:112.35,115.23 2 0
HealthHub360/services/generatereport.go:115.23,118.18 3 0
HealthHub360/services/generatereport.go:118.18,120.5 1 0
HealthHub360/services/generatereport.go:121.4,125.6 1 0
HealthHub360/services/generatereport.go:128.3,129.17 2 0
HealthHub360/services/generatereport.go:129.17,131.4 1 0
HealthHub360/services/generatereport.go:133.3,140.17 3 0
HealthHub360/services/generatereport.go:140.17,142.4 1 0
HealthHub360/services/generatereport.go:144.3,146.17 3 0
HealthHub360/services/generatereport.go:146.17,148.4 1 0
HealthHub360/services/generatereport.go:150.3,153.5 1 0
HealthHub360/services/generatereport.go:156.2,156.60 1 0
HealthHub360/services/generatereport.go:158.36,162.2 3 0
HealthHub360/services/generatereport.go:164.102,165.32 1 0
HealthHub360/services/generatereport.go:165.32,167.3 1 0
HealthHub360/services/generatereport.go:168.2,175.16 7 0
HealthHub360/services/generatereport.go:175.16,177.3 1 0
HealthHub360/services/generatereport.go:178.2,181.16 3 0
HealthHub360/services/generatereport.go:181.16,183.3 1 0
HealthHub360/services/generatereport.go:185.2,186.16 2 0
HealthHub360/services/generatereport.go:186.16,188.3 1 0
HealthHub360/services/generatereport.go:190.2,191.16 2 0
HealthHub360/services/generatereport.go:191.16,193.3 1 0
HealthHub360/services/generatereport.go:195.2,220.24 3 0
HealthHub360/services/generatereport.go:222.115,224.16 2 0
HealthHub360/services/generatereport.go:224.16,226.3 1 0
HealthHub360/services/generatereport.go:228.2,230.28 2 0
HealthHub360/services/generatereport.go:232.19,233.26 1 0
HealthHub360/services/generatereport.go:233.26,235.11 2 0
HealthHub360/services/generatereport.go:235.11,237.5 1 0
HealthHub360/services/generatereport.go:238.4,238.52 1 0
HealthHub360/services/generatereport.go:241.21,242.26 1 0
HealthHub360/services/generatereport.go:242.26,245.4 2 0
HealthHub360/services/generatereport.go:247.10,248.62 1 0
HealthHub360/services/generatereport.go:251.2,251.20 1 0
HealthHub360/services/generatereport.go:254.89,261.16 7 0
HealthHub360/services/generatereport.go:261.16,263.3 1 0
HealthHub360/services/generatereport.go:264.2,272.3 1 0
HealthHub360/services/generatereport.go:275.100,279.29 1 0
HealthHub360/services/generatereport.go:279.29,281.4 1 0
HealthHub360/services/generatereport.go:285.2,286.16 2 0
HealthHub360/services/generatereport.go:286.16,288.3 1 0
HealthHub360/services/generatereport.go:291.2,292.55 2 0
HealthHub360/services/generatereport.go:292.55,294.3 1 0
HealthHub360/services/generatereport.go:297.2,297.66 1 0
HealthHub360/services/generatereport.go:297.66,299.3 1 0
HealthHub360/services/generatereport.go:300.2,311.34 4 0
HealthHub360/services/generatereport.go:311.34,313.3 1 0
HealthHub360/services/generatereport.go:315.2,315.12 1 0
HealthHub360/services/generatereport.go:317.68,319.16 2 0
HealthHub360/services/generatereport.go:319.16,321.3 1 0
HealthHub360/services/generatereport.go:322.2,324.9 3 0
HealthHub360/services/generatereport.go:324.9,326.3 1 0
HealthHub360/services/generatereport.go:328.2,329.9 2 0
HealthHub360/services/generatereport.go:329.9,331.43 1 0
HealthHub360/services/generatereport.go:331.43,333.4 1 0
HealthHub360/services/generatereport.go:333.9,335.4 1 0
HealthHub360/services/generatereport.go:338.2,338.19 1 0
HealthHub360/services/generatereport.go:338.19,340.3 1 0
HealthHub360/services/generatereport.go:341.2,345.16 4 0
HealthHub360/services/generatereport.go:345.16,347.3 1 0
HealthHub360/services/generatereport.go:348.2,351.16 4 0
HealthHub360/services/generatereport.go:351.16,353.3 1 0
HealthHub360/services/generatereport.go:355.2,357.27 2 0
HealthHub360/services/generatereport.go:368.49,371.79 1 0
HealthHub360/services/generatereport.go:371.79,375.17 2 0
HealthHub360/services/generatereport.go:375.17,377.4 1 0
HealthHub360/services/generatereport.go:378.3,380.29 2 0
HealthHub360/services/generatereport.go:380.29,382.4 1 0
HealthHub360/services/generatereport.go:384.3,385.17 2 0
HealthHub360/services/generatereport.go:385.17,387.4 1 0
HealthHub360/services/generatereport.go:389.3,390.50 2 0
HealthHub360/services/generatereport.go:394.2,395.16 2 0
HealthHub360/services/generatereport.go:395.16,397.3 1 0
HealthHub360/services/generatereport.go:399.2,400.49 2 0
HealthHub360/services/guardian.go:24.107,28.31 4 0
HealthHub360/services/guardian.go:28.31,30.17 2 0
HealthHub360/services/guardian.go:30.17,33.4 2 0
HealthHub360/services/guardian.go:35.2,36.16 2 0
HealthHub360/services/guardian.go:36.16,39.3 2 0
HealthHub360/services/guardian.go:40.2,43.16 4 0
HealthHub360/services/guardian.go:43.16,46.3 2 0
HealthHub360/services/guardian.go:48.2,53.16 4 0
HealthHub360/services/guardian.go:53.16,56.3 2 0
HealthHub360/services/guardian.go:57.2,58.9 2 0
HealthHub360/services/guardian.go:58.9,61.3 2 0
HealthHub360/services/guardian.go:62.2,62.45 1 0
HealthHub360/services/guardian.go:62.45,65.3 2 0
HealthHub360/services/guardian.go:66.2,72.16 5 0
HealthHub360/services/guardian.go:72.16,75.3 2 0
HealthHub360/services/guardian.go:76.2,78.16 3 0
HealthHub360/services/guardian.go:78.16,81.3 2 0
HealthHub360/services/guardian.go:82.2,83.50 2 0
HealthHub360/services/guardian.go:83.50,85.3 1 0
HealthHub360/services/guardian.go:87.2,87.55 1 0
HealthHub360/services/guardian.go:87.55,89.3 1 0
HealthHub360/services/guardian.go:90.2,90.36 1 0
HealthHub360/services/guardian.go:101.93,113.16 9 0
HealthHub360/services/guardian.go:113.16,116.3 2 0
HealthHub360/services/guardian.go:118.2,118.125 1 0
HealthHub360/services/guardian.go:118.125,120.3 1 0
HealthHub360/services/guardian.go:121.2,126.16 5 0
HealthHub360/services/guardian.go:126.16,129.3 2 0
HealthHub360/services/guardian.go:131.2,131.106 1 0
HealthHub360/services/guardian.go:131.106,133.3 1 0
HealthHub360/services/guardian.go:134.2,135.16 2 0
HealthHub360/services/guardian.go:135.16,137.3 1 0
HealthHub360/services/guardian.go:139.2,139.20 1 0
HealthHub360/services/guardian.go:149.63,158.18 8 0
HealthHub360/services/guardian.go:158.18,160.3 1 0
HealthHub360/services/guardian.go:160.8,160.51 1 0
HealthHub360/services/guardian.go:160.51,164.3 1 0
HealthHub360/services/guardian.go:164.8,164.53 1 0
HealthHub360/services/guardian.go:164.53,168.3 1 0
HealthHub360/services/guardian.go:168.8,168.57 1 0
HealthHub360/services/guardian.go:168.57,172.3 1 0
HealthHub360/services/guardian.go:172.8,175.3 2 0
HealthHub360/services/guardian.go:176.2,179.16 4 0
HealthHub360/services/guardian.go:179.16,182.3 2 0
HealthHub360/services/guardian.go:183.2,184.23 2 0
HealthHub360/services/guardian.go:193.72,195.16 2 0
HealthHub360/services/guardian.go:195.16,198.3 2 0
HealthHub360/services/guardian.go:199.2,207.16 7 0
HealthHub360/services/guardian.go:207.16,210.3 2 0
HealthHub360/services/guardian.go:211.2,211.52 1 0
HealthHub360/services/guardian.go:211.52,214.3 2 0
HealthHub360/services/guardian.go:215.2,216.16 2 0
HealthHub360/services/guardian.go:216.16,219.3 2 0
HealthHub360/services/guardian.go:220.2,222.16 3 0
HealthHub360/services/guardian.go:222.16,224.3 1 0
HealthHub360/services/guardian.go:225.2,225.36 1 0
HealthHub360/services/hospital.go:27.72,28.55 1 0
HealthHub360/services/hospital.go:28.55,31.3 2 0
HealthHub360/services/hospital.go:32.2,33.16 2 0
HealthHub360/services/hospital.go:33.16,36.3 2 0
HealthHub360/services/hospital.go:37.2,38.16 2 0
HealthHub360/services/hospital.go:38.16,41.3 2 0
HealthHub360/services/hospital.go:42.2,44.16 3 0
HealthHub360/services/hospital.go:44.16,47.3 2 0
HealthHub360/services/hospital.go:48.2,49.16 2 0
HealthHub360/services/hospital.go:49.16,52.3 2 0
HealthHub360/services/hospital.go:53.2,55.75 2 0
HealthHub360/services/hospital.go:55.75,58.3 2 0
HealthHub360/services/hospital.go:59.2,61.16 3 0
HealthHub360/services/hospital.go:61.16,64.3 2 0
HealthHub360/services/hospital.go:65.2,65.65 1 0
HealthHub360/services/hospital.go:65.65,68.3 2 0
HealthHub360/services/hospital.go:69.2,69.147 1 0
HealthHub360/services/hospital.go:69.147,72.3 2 0
HealthHub360/services/hospital.go:73.2,77.16 4 0
HealthHub360/services/hospital.go:77.16,80.3 2 0
HealthHub360/services/hospital.go:81.2,82.12 2 0
HealthHub360/services/hospital.go:90.91,92.27 2 0
HealthHub360/services/hospital.go:92.27,93.54 1 0
HealthHub360/services/hospital.go:93.54,96.4 2 0
HealthHub360/services/hospital.go:98.2,98.47 1 0
HealthHub360/services/hospital.go:98.47,101.3 2 0
HealthHub360/services/hospital.go:102.2,104.16 3 0
HealthHub360/services/hospital.go:104.16,107.3 2 0
HealthHub360/services/hospital.go:108.2,115.16 6 0
HealthHub360/services/hospital.go:115.16,118.3 2 0
HealthHub360/services/hospital.go:119.2,121.21 3 0
HealthHub360/services/hospital.go:121.21,124.3 2 0
HealthHub360/services/hospital.go:125.2,126.16 2 0
HealthHub360/services/hospital.go:126.16,129.3 2 0
HealthHub360/services/hospital.go:131.2,135.16 4 0
HealthHub360/services/hospital.go:135.16,138.3 2 0
HealthHub360/services/hospital.go:139.2,140.50 2 0
HealthHub360/services/hospital.go:140.50,142.3 1 0
HealthHub360/services/hospital.go:145.2,145.55 1 0
HealthHub360/services/hospital.go:145.55,147.3 1 0
HealthHub360/services/hospital.go:149.2,149.12 1 0
HealthHub360/services/hospital.go:158.93,164.16 5 0
HealthHub360/services/hospital.go:164.16,167.3 2 0
HealthHub360/services/hospital.go:168.2,169.16 2 0
HealthHub360/services/hospital.go:169.16,172.3 2 0
HealthHub360/services/hospital.go:173.2,178.9 5 0
HealthHub360/services/hospital.go:178.9,181.3 2 0
HealthHub360/services/hospital.go:182.2,182.26 1 0
HealthHub360/services/hospital.go:182.26,183.20 1 0
HealthHub360/services/hospital.go:183.20,184.33 1 0
HealthHub360/services/hospital.go:184.33,187.5 2 0
HealthHub360/services/hospital.go:189.3,190.21 2 0
HealthHub360/services/hospital.go:192.2,199.16 6 0
HealthHub360/services/hospital.go:199.16,202.3 2 0
HealthHub360/services/hospital.go:203.2,203.19 1 0
HealthHub360/services/hospital.go:203.19,205.35 2 0
HealthHub360/services/hospital.go:205.35,208.4 2 0
HealthHub360/services/hospital.go:211.2,212.16 2 0
HealthHub360/services/hospital.go:212.16,214.3 1 0
HealthHub360/services/hospital.go:216.2,216.20 1 0
HealthHub360/services/hospital.go:224.62,233.18 9 0
HealthHub360/services/hospital.go:233.18,235.3 1 0
HealthHub360/services/hospital.go:235.8,235.68 1 0
HealthHub360/services/hospital.go:235.68,239.3 1 0
HealthHub360/services/hospital.go:239.8,242.3 2 0
HealthHub360/services/hospital.go:243.2,244.16 2 0
HealthHub360/services/hospital.go:244.16,247.3 2 0
HealthHub360/services/hospital.go:248.2,249.17 2 0
HealthHub360/services/hospital.go:257.78,260.9 3 0
HealthHub360/services/hospital.go:260.9,262.3 1 0
HealthHub360/services/hospital.go:263.2,269.16 5 0
HealthHub360/services/hospital.go:269.16,272.3 2 0
HealthHub360/services/hospital.go:273.2,273.55 1 0
HealthHub360/services/hospital.go:273.55,276.3 2 0
HealthHub360/services/hospital.go:277.2,278.16 2 0
HealthHub360/services/hospital.go:278.16,281.3 2 0
HealthHub360/services/hospital.go:282.2,284.16 3 0
HealthHub360/services/hospital.go:284.16,287.3 2 0
HealthHub360/services/hospital.go:288.2,289.17 2 0
HealthHub360/services/medicalRecord.go:32.103,45.16 11 0
HealthHub360/services/medicalRecord.go:45.16,48.3 2 0
HealthHub360/services/medicalRecord.go:50.2,50.125 1 0
HealthHub360/services/medicalRecord.go:50.125,52.3 1 0
HealthHub360/services/medicalRecord.go:53.2,58.16 5 0
HealthHub360/services/medicalRecord.go:58.16,61.3 2 0
HealthHub360/services/medicalRecord.go:62.2,62.106 1 0
HealthHub360/services/medicalRecord.go:62.106,64.3 1 0
HealthHub360/services/medicalRecord.go:66.2,67.16 2 0
HealthHub360/services/medicalRecord.go:67.16,69.3 1 0
HealthHub360/services/medicalRecord.go:71.2,71.20 1 0
HealthHub360/services/medicalRecord.go:81.108,92.16 8 0
HealthHub360/services/medicalRecord.go:92.16,95.3 2 0
HealthHub360/services/medicalRecord.go:96.2,97.9 2 0
HealthHub360/services/medicalRecord.go:97.9,100.3 2 0
HealthHub360/services/medicalRecord.go:101.2,102.9 2 0
HealthHub360/services/medicalRecord.go:102.9,105.3 2 0
HealthHub360/services/medicalRecord.go:106.2,106.21 1 0
HealthHub360/services/medicalRecord.go:106.21,109.3 2 0
HealthHub360/services/medicalRecord.go:110.2,118.16 5 0
HealthHub360/services/medicalRecord.go:118.16,121.3 2 0
HealthHub360/services/medicalRecord.go:122.2,125.16 4 0
HealthHub360/services/medicalRecord.go:125.16,128.3 2 0
HealthHub360/services/medicalRecord.go:129.2,132.50 4 0
HealthHub360/services/medicalRecord.go:132.50,134.3 1 0
HealthHub360/services/medicalRecord.go:136.2,136.55 1 0
HealthHub360/services/medicalRecord.go:136.55,138.3 1 0
